anime_id,name,genre,type,episodes,rating,members,combined_features
610,Popotan,"Comedy, Drama, Ecchi, Supernatural",TV,12,6.46,15230,"popotan comedy, drama, ecchi, supernatural tv"
3474,Push,Parody,Special,1,6.46,1272,push parody special
6674,Reporter Blues,"Comedy, Mystery",TV,52,6.46,315,"reporter blues comedy, mystery tv"
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Comedy, Ecchi, Romance, Shounen, Supernatural",TV,12,6.46,74320,"saikin, imouto no yousu ga chotto okashiinda ga. comedy, ecchi, romance, shounen, supernatural tv"
1444,Sol Bianca: Taiyou no Fune,"Adventure, Mecha, Sci-Fi, Space",OVA,6,6.46,2947,"sol bianca: taiyou no fune adventure, mecha, sci-fi, space ova"
16099,Sword Art Online: Sword Art Offline,Comedy,Special,9,6.46,50012,sword art online: sword art offline comedy special
3472,Tenrankai no E,Comedy,Movie,1,6.46,1065,tenrankai no e comedy movie
51,Tenshi Kinryouku,"Action, Drama, Romance, Shoujo, Supernatural",OVA,3,6.46,36352,"tenshi kinryouku action, drama, romance, shoujo, supernatural ova"
10306,Umi Monogatari: Kanon to Iku Amamikoshima,Comedy,Special,13,6.46,1087,umi monogatari: kanon to iku amamikoshima comedy special
4521,Watt Poe to Bokura no Ohanashi,"Adventure, Sci-Fi",OVA,1,6.46,179,"watt poe to bokura no ohanashi adventure, sci-fi ova"
2008,Yawara! Sore Yuke Koshinuke Kids!!,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports",Movie,1,6.46,763,"yawara! sore yuke koshinuke kids!! action, comedy, drama, martial arts, romance, slice of life, sports movie"
4044,Youkai Ningen Bem,Horror,TV,26,6.46,440,youkai ningen bem horror tv
6075,Ai no Wakakusa Yama Monogatari,Comedy,TV,12,6.45,527,ai no wakakusa yama monogatari comedy tv
6107,Aru Hibi no CLAMP Gakuen Tanteidan,Comedy,Special,13,6.45,685,aru hibi no clamp gakuen tanteidan comedy special
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy,Special,1,6.45,3380,asobi ni iku yo!: asobi ni oide - owari comedy special
9163,Attack No.1 (1970),"Drama, Shoujo, Sports",Movie,1,6.45,329,"attack no.1 (1970) drama, shoujo, sports movie"
722,Baby☆Love,"Comedy, Romance",OVA,1,6.45,3708,"baby☆love comedy, romance ova"
8278,Biohazard 4: Incubate,"Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller",OVA,1,6.45,3604,"biohazard 4: incubate action, demons, horror, military, mystery, police, supernatural, thriller ova"
5829,Blocker Gundan IV Machine Blaster,"Action, Mecha, Sci-Fi",TV,38,6.45,325,"blocker gundan iv machine blaster action, mecha, sci-fi tv"
2127,Chouja Raideen,"Adventure, Mecha, Sci-Fi, Shounen",TV,38,6.45,1147,"chouja raideen adventure, mecha, sci-fi, shounen tv"
13955,Dennou Coil Recaps,"Adventure, Comedy, Drama, Mystery, Sci-Fi",Special,2,6.45,1342,"dennou coil recaps adventure, comedy, drama, mystery, sci-fi special"
21495,Denpa Kyoushi,"Comedy, School, Shounen",Special,2,6.45,5010,"denpa kyoushi comedy, school, shounen special"
7718,Denshinbashira Elemi no Koi,Fantasy,Movie,1,6.45,1139,denshinbashira elemi no koi fantasy movie
28673,Duan Nao,"Mystery, Sci-Fi, Shounen, Thriller",ONA,16,6.42,1812,"duan nao mystery, sci-fi, shounen, thriller ona"
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"Drama, Harem, Romance, School",OVA,4,6.45,1849,"elf-ban kakyuusei: anata dake wo mitsumete... drama, harem, romance, school ova"
6413,Go! Go! Ackman,"Action, Comedy, Supernatural",OVA,1,6.45,450,"go! go! ackman action, comedy, supernatural ova"
7551,Gowapper 5 Gordam,"Action, Adventure, Mecha, Sci-Fi",TV,36,6.45,213,"gowapper 5 gordam action, adventure, mecha, sci-fi tv"
13639,Hi no Youjin,"Historical, Slice of Life",Movie,1,6.45,3757,"hi no youjin historical, slice of life movie"
910,Himawari!,"Adventure, Comedy, Martial Arts",TV,13,6.45,15549,"himawari! adventure, comedy, martial arts tv"
12689,Kiss Dum R: Meguriahi,"Mecha, Military, Sci-Fi",Special,1,6.45,683,"kiss dum r: meguriahi mecha, military, sci-fi special"
10028,Magic Knight Rayearth Omake,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Special,5,6.45,1730,"magic knight rayearth omake adventure, comedy, drama, fantasy, magic, mecha, romance, shoujo special"
3660,Mahou no Idol Pastel Yumi,"Comedy, Fantasy, Kids, Magic, Shoujo",TV,25,6.45,965,"mahou no idol pastel yumi comedy, fantasy, kids, magic, shoujo tv"
2133,Mari Iyagi,"Drama, Fantasy, Slice of Life",Movie,1,6.45,1967,"mari iyagi drama, fantasy, slice of life movie"
362,Memories Off 2nd,"Drama, Romance",OVA,3,6.45,2750,"memories off 2nd drama, romance ova"
363,Memories Off 3.5,"Drama, Romance",OVA,4,6.45,2321,"memories off 3.5 drama, romance ova"
470,Okusama wa Joshikousei (TV),"Comedy, Drama, Romance, Slice of Life",TV,13,6.45,14010,"okusama wa joshikousei (tv) comedy, drama, romance, slice of life tv"
10180,Otome Youkai Zakuro Picture Drama,"Demons, Historical, Romance, Seinen, Supernatural",Special,2,6.45,2747,"otome youkai zakuro picture drama demons, historical, romance, seinen, supernatural special"
28853,Pokemon: Pikachu to Pokemon Ongakutai,"Adventure, Fantasy, Kids",Movie,1,6.45,1509,"pokemon: pikachu to pokemon ongakutai adventure, fantasy, kids movie"
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,Parody,OVA,1,6.45,558,scramble wars: tsuppashire! genom trophy rally parody ova
31914,Shoujo-tachi wa Kouya wo Mezasu,School,TV,12,6.45,60452,shoujo-tachi wa kouya wo mezasu school tv
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Mystery,Special,1,6.45,331,tezuka osamu ga kieta?! 20 seiki saigo no kaijiken mystery special
11773,To Heart 2: Dungeon Travelers,"Adventure, Comedy, Ecchi, Fantasy, Magic, Seinen",OVA,2,6.45,2540,"to heart 2: dungeon travelers adventure, comedy, ecchi, fantasy, magic, seinen ova"
17068,Transfer,"Action, Music",Music,1,6.45,797,"transfer action, music music"
28085,Wonder (Movie),Dementia,Movie,1,6.45,644,wonder (movie) dementia movie
3234,009-1: R&amp;B,"Action, Sci-Fi, Seinen",Special,1,6.44,2988,"009-1: r&amp;b action, sci-fi, seinen special"
6462,Amefuri Kozou,"Fantasy, Supernatural",OVA,1,6.44,606,"amefuri kozou fantasy, supernatural ova"
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller",Movie,1,6.44,18770,"arve rezzle: kikaijikake no yousei-tachi action, drama, mystery, sci-fi, thriller movie"
1701,Boku no Marie,"Comedy, Ecchi, Romance, Sci-Fi, Seinen",OVA,3,6.44,2186,"boku no marie comedy, ecchi, romance, sci-fi, seinen ova"
159,Boukyaku no Senritsu,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,6.44,12169,"boukyaku no senritsu adventure, fantasy, horror, mecha, psychological, sci-fi, shounen, space, supernatural tv"
458,Buttobi!! CPU,"Comedy, Ecchi, Magic, Sci-Fi, Seinen",OVA,3,6.44,3968,"buttobi!! cpu comedy, ecchi, magic, sci-fi, seinen ova"
33689,Dive to Blue,Music,Music,1,6.44,199,dive to blue music music
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,"Action, Adventure, Drama, Mecha, Sci-Fi",OVA,1,6.44,6756,"eureka seven ao: jungfrau no hanabana-tachi action, adventure, drama, mecha, sci-fi ova"
10666,Fireball Special,"Comedy, Sci-Fi",Special,1,6.44,1439,"fireball special comedy, sci-fi special"
1865,Getsumen To Heiki Mina,"Comedy, Parody, Sci-Fi",TV,11,6.44,4744,"getsumen to heiki mina comedy, parody, sci-fi tv"
133,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,6.44,80562,"green green comedy, ecchi, romance, school, slice of life tv"
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shoujo, Supernatural",OVA,2,6.44,2253,"harukanaru toki no naka de: ajisai yumegatari adventure, demons, drama, fantasy, historical, romance, shoujo, supernatural ova"
1057,Ippatsu Kiki Musume,"Action, Comedy, Ecchi",TV,16,6.44,3188,"ippatsu kiki musume action, comedy, ecchi tv"
15847,Iron Man: Rise of Technovore,"Action, Mecha",OVA,1,6.44,3656,"iron man: rise of technovore action, mecha ova"
24873,Juuou Mujin no Fafnir,"Fantasy, Harem, Romance, School",TV,12,6.44,59544,"juuou mujin no fafnir fantasy, harem, romance, school tv"
5132,Let&#039;s Nupu Nupu,"Comedy, Ecchi, School",TV,16,6.44,1861,"let&#039;s nupu nupu comedy, ecchi, school tv"
952,Magical Nyan Nyan Taruto,"Comedy, Magic",TV,12,6.44,3693,"magical nyan nyan taruto comedy, magic tv"
1880,Midnight Eye: Gokuu II,"Action, Adventure, Mystery, Sci-Fi, Seinen, Super Power",OVA,1,6.44,1688,"midnight eye: gokuu ii action, adventure, mystery, sci-fi, seinen, super power ova"
7171,Oni,"Demons, Historical, Supernatural",Movie,1,6.44,950,"oni demons, historical, supernatural movie"
28385,Seto no Hanayome Picture Drama,"Comedy, Parody, Romance, School",Special,1,6.44,1264,"seto no hanayome picture drama comedy, parody, romance, school special"
2100,Silent Mobius 2,"Adventure, Demons, Fantasy, Sci-Fi, Seinen",Movie,1,6.44,1624,"silent mobius 2 adventure, demons, fantasy, sci-fi, seinen movie"
33205,StarFox Zero: The Battle Begins,"Action, Sci-Fi, Space",ONA,1,6.44,1885,"starfox zero: the battle begins action, sci-fi, space ona"
8079,Tamala 2010: A Punk Cat in Space OVA,"Dementia, Sci-Fi",OVA,2,6.44,505,"tamala 2010: a punk cat in space ova dementia, sci-fi ova"
6331,Ten Little Gall Force,"Action, Comedy, Mecha, Military, Parody, Sci-Fi, Space",OVA,1,6.44,701,"ten little gall force action, comedy, mecha, military, parody, sci-fi, space ova"
4853,Tezuka Osamu no Don Dracula,"Comedy, Horror, Supernatural, Vampire",TV,8,6.44,934,"tezuka osamu no don dracula comedy, horror, supernatural, vampire tv"
32881,Tiger Mask W,"Action, Drama, Shounen, Sports",TV,Unknown,6.44,8652,"tiger mask w action, drama, shounen, sports tv"
4578,Time Bokan Oudou Fukko,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2,6.44,609,"time bokan oudou fukko action, comedy, mecha, parody, sci-fi ova"
26443,Triage X,"Action, Adventure, Ecchi, Shounen",TV,10,6.44,59632,"triage x action, adventure, ecchi, shounen tv"
6731,Ultraman Kids no Kotowaza Monogatari,"Comedy, Kids, Super Power",TV,26,6.44,227,"ultraman kids no kotowaza monogatari comedy, kids, super power tv"
2018,Warau Hyouteki,"Horror, Mystery",OVA,1,6.44,1975,"warau hyouteki horror, mystery ova"
6861,Water Brain,"Dementia, Fantasy, Sci-Fi",Special,1,6.44,862,"water brain dementia, fantasy, sci-fi special"
6693,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,"Comedy, Kids",Movie,1,6.44,448,"yatterman the movie: shin yattermecha osu gou! omocha no kuni de dai ketsudan da koron comedy, kids movie"
31319,12-sai. 2nd Season,"Romance, School, Shoujo",OVA,4,6.43,1383,"12-sai. 2nd season romance, school, shoujo ova"
12967,Arcana Famiglia,"Action, Harem, Romance, Shoujo",TV,12,6.43,106391,"arcana famiglia action, harem, romance, shoujo tv"
4025,Asobou! Hello Kitty,"Adventure, Fantasy, Kids",TV,26,6.43,645,"asobou! hello kitty adventure, fantasy, kids tv"
4563,Bakkyuu HIT! Crash Bedaman,Adventure,TV,50,6.43,747,bakkyuu hit! crash bedaman adventure tv
2822,Bamboo Bears,Comedy,TV,52,6.43,330,bamboo bears comedy tv
18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Flash Special,"School, Supernatural",Special,1,6.43,5005,"code geass: hangyaku no lelouch - kiseki no birthday picture drama flash special school, supernatural special"
295,Divergence Eve 2: Misaki Chronicles,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,6.43,4790,"divergence eve 2: misaki chronicles adventure, drama, mecha, military, sci-fi, space tv"
29722,"Eikoku Ikka, Nihon wo Taberu","Comedy, Slice of Life",TV,24,6.43,729,"eikoku ikka, nihon wo taberu comedy, slice of life tv"
8146,Gegege no Kitarou: Daikaijuu,"Action, Fantasy, Horror, Shounen, Supernatural",Movie,1,6.43,305,"gegege no kitarou: daikaijuu action, fantasy, horror, shounen, supernatural movie"
2697,Hi-Speed Jecy,"Action, Sci-Fi",OVA,12,6.43,479,"hi-speed jecy action, sci-fi ova"
4737,Himitsukessha Taka no Tsume,"Comedy, Parody, Super Power",TV,12,6.43,341,"himitsukessha taka no tsume comedy, parody, super power tv"
258,Hitsuji no Uta,"Drama, Horror, Vampire",OVA,4,6.43,10574,"hitsuji no uta drama, horror, vampire ova"
10905,Ikoku Meiro no Croisée Picture Drama,"Historical, Seinen, Slice of Life",Special,6,6.43,2616,"ikoku meiro no croisée picture drama historical, seinen, slice of life special"
5013,Juugo Shounen Hyouryuuki,"Adventure, Drama, Historical",Special,1,6.43,305,"juugo shounen hyouryuuki adventure, drama, historical special"
3858,Konchuu Monogatari Minashigo Hutch,"Adventure, Comedy, Drama",TV,91,6.43,1325,"konchuu monogatari minashigo hutch adventure, comedy, drama tv"
31804,Kuma Miko,"Comedy, Seinen, Slice of Life",TV,12,6.43,43176,"kuma miko comedy, seinen, slice of life tv"
8302,Ladies versus Butlers! Specials,"Ecchi, Seinen",Special,6,6.43,18524,"ladies versus butlers! specials ecchi, seinen special"
2307,Lime-iro Senkitan: Nankoku Yume Roman,"Action, Comedy, Ecchi, Mecha",OVA,2,6.43,1869,"lime-iro senkitan: nankoku yume roman action, comedy, ecchi, mecha ova"
7598,Loups=Garous,"Mystery, Sci-Fi, Thriller",Movie,1,6.43,12350,"loups=garous mystery, sci-fi, thriller movie"
3571,Mach GoGoGo (1997),"Adventure, Cars",TV,34,6.43,1545,"mach gogogo (1997) adventure, cars tv"
3881,Majokko Tickle,"Comedy, Magic, Shoujo",TV,45,6.43,471,"majokko tickle comedy, magic, shoujo tv"
2571,Mitsubachi Maya no Bouken,"Adventure, Comedy, Kids",TV,52,6.43,4426,"mitsubachi maya no bouken adventure, comedy, kids tv"
614,Okusama wa Mahou Shoujo,"Magic, Romance",TV,13,6.43,5098,"okusama wa mahou shoujo magic, romance tv"
34252,STAR BEAT!: Hoshi no Kodou,Music,Music,1,6.39,230,star beat!: hoshi no kodou music music
13563,The Four Seasons,Slice of Life,ONA,4,6.42,1190,the four seasons slice of life ona
13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"Comedy, Historical, Seinen",Special,1,6.43,1260,"thermae romae x yoyogi animation gakuin collaboration comedy, historical, seinen special"
31750,TV-ban Pokemon Special Masara Town-hen Soushuuhen,"Action, Adventure, Comedy, Fantasy, Kids",OVA,3,6.43,485,"tv-ban pokemon special masara town-hen soushuuhen action, adventure, comedy, fantasy, kids ova"
11445,UFO Princess Valkyrie: Recap,"Comedy, Romance, Sci-Fi",Special,1,6.44,739,"ufo princess valkyrie: recap comedy, romance, sci-fi special"
3361,UFO Senshi Dai Apolon,"Action, Mecha, Sci-Fi",TV,26,6.43,312,"ufo senshi dai apolon action, mecha, sci-fi tv"
9526,Wolf Guy,"Action, Military, Sci-Fi",OVA,6,6.43,412,"wolf guy action, military, sci-fi ova"
2024,Yoshimune,"Comedy, Historical",TV,24,6.43,393,"yoshimune comedy, historical tv"
33056,Buddy Go!,"Comedy, Romance, Shoujo",Special,3,6.42,1415,"buddy go! comedy, romance, shoujo special"
9591,Code Geass: Hangyaku no Lelouch R2: Flash Specials,Parody,Special,9,6.42,9291,code geass: hangyaku no lelouch r2: flash specials parody special
8548,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,"Comedy, Sci-Fi, Shounen",Movie,1,6.42,506,"dr. slump movie 08: arale-chan hoyoyo!! tasuketa same ni tsurerarete... comedy, sci-fi, shounen movie"
33499,Ganbare! Kickers Specials,"Drama, Shounen, Sports",Special,2,6.43,141,"ganbare! kickers specials drama, shounen, sports special"
1868,Gin&#039;iro no Olynsis: Tokito,"Adventure, Drama, Mecha, Romance",TV,12,6.42,5305,"gin&#039;iro no olynsis: tokito adventure, drama, mecha, romance tv"
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6.42,205,"ginga hyouryuu vifam: kieta 12-nin action, adventure, mecha, sci-fi ova"
33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,"Action, Mecha, School, Sci-Fi, Seinen, Space",Special,1,6.42,2189,"ginga kikoutai majestic prince: mirai e no tsubasa action, mecha, school, sci-fi, seinen, space special"
4385,Great Mazinger tai Getter Robo,"Action, Mecha, Sci-Fi",Movie,1,6.42,976,"great mazinger tai getter robo action, mecha, sci-fi movie"
4386,Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu,"Action, Mecha, Sci-Fi",Movie,1,6.42,786,"great mazinger tai getter robo g: kuuchuu dai-gekitotsu action, mecha, sci-fi movie"
5168,Hairy Tale,"Historical, Samurai",Special,1,6.42,3510,"hairy tale historical, samurai special"
3838,Himitsu no Akko-chan 2,"Magic, School, Shoujo",TV,61,6.42,375,"himitsu no akko-chan 2 magic, school, shoujo tv"
7017,K-On!: Ura-On!,Comedy,Special,7,6.42,36560,k-on!: ura-on! comedy special
3278,Kinnikuman: New York Kiki Ippatsu!,"Action, Comedy, Shounen, Sports",Movie,1,6.42,278,"kinnikuman: new york kiki ippatsu! action, comedy, shounen, sports movie"
2260,Kirameki☆Project,"Comedy, Ecchi, Mecha, Sci-Fi",OVA,5,6.42,1195,"kirameki☆project comedy, ecchi, mecha, sci-fi ova"
4023,Kitty&#039;s Paradise,"Fantasy, Kids",TV,16,6.42,532,"kitty&#039;s paradise fantasy, kids tv"
31156,Kuusen Madoushi Kouhosei no Kyoukan OVA,"Action, Drama, Fantasy, Magic, School",OVA,1,6.42,8632,"kuusen madoushi kouhosei no kyoukan ova action, drama, fantasy, magic, school ova"
9691,Kyomu Senshi Miroku,"Action, Demons, Fantasy, Historical, Samurai, Sci-Fi, Supernatural",OVA,6,6.42,207,"kyomu senshi miroku action, demons, fantasy, historical, samurai, sci-fi, supernatural ova"
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,"Adventure, Kids",OVA,2,6.42,307,"licca-chan fushigi na fushigi na yunia monogatari adventure, kids ova"
4049,Mafukiden: Pandarian,"Adventure, Comedy, Fantasy, Kids, Magic, Super Power",TV,26,6.42,367,"mafukiden: pandarian adventure, comedy, fantasy, kids, magic, super power tv"
349,Magical Canan,"Drama, Fantasy, Magic, Supernatural",TV,13,6.42,2942,"magical canan drama, fantasy, magic, supernatural tv"
31845,Masou Gakuen HxH,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi",TV,12,6.42,68025,"masou gakuen hxh action, comedy, ecchi, fantasy, harem, romance, school, sci-fi tv"
19257,Meganebu!,"Comedy, School, Slice of Life",TV,12,6.42,22411,"meganebu! comedy, school, slice of life tv"
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,"Action, Comedy",TV,10,6.42,787,"monhun nikki girigiri airou mura: airou kiki ippatsu action, comedy tv"
5006,Nagagutsu Sanjuushi,"Adventure, Fantasy, Kids",Movie,1,6.42,542,"nagagutsu sanjuushi adventure, fantasy, kids movie"
9106,Nogsaegjeoncha Haemosu,"Action, Adventure, Fantasy, Shounen",TV,26,6.42,287,"nogsaegjeoncha haemosu action, adventure, fantasy, shounen tv"
9015,O-bake no... Holly,"Comedy, Fantasy, Kids, Magic",TV,200,6.42,194,"o-bake no... holly comedy, fantasy, kids, magic tv"
25257,Persona 4 the Animation: Mr. Experiment Shorts,Comedy,Special,5,6.42,2196,persona 4 the animation: mr. experiment shorts comedy special
3819,Sasurai no Taiyou,"Drama, Music",TV,26,6.42,316,"sasurai no taiyou drama, music tv"
31540,Sekkou Boys,"Comedy, Music",TV,12,6.42,28303,"sekkou boys comedy, music tv"
31867,Shoujo-tachi wa Kouya wo Mezasu OVA,School,OVA,1,6.42,7194,shoujo-tachi wa kouya wo mezasu ova school ova
21119,Sister Princess: Re Pure Character&#039;s,"Drama, Romance",Special,12,6.42,544,"sister princess: re pure character&#039;s drama, romance special"
33668,Soushin Shoujo Matoi,"Magic, Supernatural",TV,12,6.42,12549,"soushin shoujo matoi magic, supernatural tv"
3507,Survival,"Dementia, Drama, Music, Psychological, School, Supernatural",Music,1,6.42,2153,"survival dementia, drama, music, psychological, school, supernatural music"
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,"Action, Mecha, Sci-Fi, Shounen, Super Power",Movie,1,6.42,402,"tetsuwan atom: ivan no wakusei - robot to ningen no yuujou action, mecha, sci-fi, shounen, super power movie"
8449,Togainu no Chi,"Action, Sci-Fi, Shounen Ai",TV,12,6.42,53377,"togainu no chi action, sci-fi, shounen ai tv"
8961,Tono to Issho: Ippunkan Gekijou,"Comedy, Samurai, Seinen",TV,12,6.42,2321,"tono to issho: ippunkan gekijou comedy, samurai, seinen tv"
6127,Toradora!: SOS!,Comedy,Special,4,6.42,54096,toradora!: sos! comedy special
6234,True Tears Specials,"Comedy, Parody, School",Special,7,6.42,7296,"true tears specials comedy, parody, school special"
10405,Xi Avant,"Adventure, Sci-Fi",Movie,1,6.41,2379,"xi avant adventure, sci-fi movie"
12683,Yumeyume,Music,Music,1,6.42,915,yumeyume music music
5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,Mecha,OVA,2,6.42,284,yuusha shirei dagwon: suishou no hitomi no shounen mecha ova
17681,Zettai Bouei Leviathan,"Comedy, Fantasy, Magic",TV,13,6.42,18202,"zettai bouei leviathan comedy, fantasy, magic tv"
3914,1001 Nights,"Demons, Fantasy, Romance, Seinen",Movie,1,6.41,4930,"1001 nights demons, fantasy, romance, seinen movie"
14077,Blood-C: None-None Gekijou,"Comedy, Parody",ONA,7,6.41,5273,"blood-c: none-none gekijou comedy, parody ona"
14237,Busou Shinki,"Action, Sci-Fi, Slice of Life",TV,12,6.41,24595,"busou shinki action, sci-fi, slice of life tv"
33314,Digimon Universe: Appli Monsters,"Action, Adventure, Comedy, Fantasy, Kids",TV,Unknown,6.41,3676,"digimon universe: appli monsters action, adventure, comedy, fantasy, kids tv"
23985,Futari Ecchi (2014),"Comedy, Ecchi, Romance, Seinen, Slice of Life",OVA,3,6.41,3479,"futari ecchi (2014) comedy, ecchi, romance, seinen, slice of life ova"
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,"Action, Drama, Military, Sci-Fi, Shounen, Space",Movie,1,6.41,6579,"ginga eiyuu densetsu gaiden: ougon no tsubasa action, drama, military, sci-fi, shounen, space movie"
1679,Green Green Specials,"Comedy, Ecchi, Romance, Slice of Life",OVA,3,6.41,7526,"green green specials comedy, ecchi, romance, slice of life ova"
3022,Haai Step Jun,"Action, Romance, School, Sci-Fi",TV,45,6.41,400,"haai step jun action, romance, school, sci-fi tv"
4513,Hakujaden,"Adventure, Fantasy, Historical, Romance",Movie,1,6.41,1542,"hakujaden adventure, fantasy, historical, romance movie"
30145,Harukanaru Toki no Naka de: Hachiyou Shou Recap,"Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",Special,1,6.41,284,"harukanaru toki no naka de: hachiyou shou recap demons, fantasy, historical, magic, shoujo, supernatural special"
4928,Idol Tenshi Youkoso Yoko,"Comedy, Drama, Shoujo",TV,43,6.41,419,"idol tenshi youkoso yoko comedy, drama, shoujo tv"
2422,Kenritsu Chikyuu Boueigun,"Action, Adventure, Comedy, Sci-Fi, Shounen",OVA,1,6.41,939,"kenritsu chikyuu boueigun action, adventure, comedy, sci-fi, shounen ova"
3315,Kikou Keisatsu Metal Jack,"Action, Mecha, Police, Sci-Fi",TV,37,6.41,349,"kikou keisatsu metal jack action, mecha, police, sci-fi tv"
32202,Kimi ni Maji Kyun!,"Magic, Music, Romance, School",OVA,1,6.42,1801,"kimi ni maji kyun! magic, music, romance, school ova"
3276,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,"Action, Comedy, Shounen, Sports",Movie,1,6.41,287,"kinnikuman: gyakushuu! uchuu kakure choujin action, comedy, shounen, sports movie"
2162,Koutetsu Sangokushi,"Adventure, Historical, Shounen",TV,25,6.41,6544,"koutetsu sangokushi adventure, historical, shounen tv"
555,Koutetsu Tenshi Kurumi 2,"Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen",TV,12,6.41,8094,"koutetsu tenshi kurumi 2 comedy, mecha, romance, sci-fi, shoujo ai, shounen tv"
1280,Mamono Hunter Youko,"Comedy, Fantasy, Horror, Magic, Supernatural",OVA,6,6.41,6385,"mamono hunter youko comedy, fantasy, horror, magic, supernatural ova"
32041,Mori no Densetsu: Dai Ni Gakushou,Fantasy,Movie,1,6.41,251,mori no densetsu: dai ni gakushou fantasy movie
8896,Natsufuku no Shoujo-tachi,"Drama, Historical",Special,1,6.41,347,"natsufuku no shoujo-tachi drama, historical special"
28963,Nekota no Koto ga Kininatte Shikatanai.,"School, Shoujo",Special,1,6.41,612,"nekota no koto ga kininatte shikatanai. school, shoujo special"
18639,Rinne no Lagrange Season 2 Specials,Comedy,Special,6,6.41,1599,rinne no lagrange season 2 specials comedy special
33192,Robot Town Sagami 2028,Drama,ONA,1,6.41,386,robot town sagami 2028 drama ona
6979,Shukufuku no Campanella,"Adventure, Fantasy, Harem, Magic",TV,12,6.41,20054,"shukufuku no campanella adventure, fantasy, harem, magic tv"
1713,Submarine Super 99,"Action, Adventure, Military, Sci-Fi, Shounen",TV,13,6.41,684,"submarine super 99 action, adventure, military, sci-fi, shounen tv"
2027,Wind: A Breath of Heart Specials,"Comedy, Romance, School",Special,4,6.41,1335,"wind: a breath of heart specials comedy, romance, school special"
8985,Yojouhan Shinwa Taikei Specials,Comedy,Special,3,6.41,10005,yojouhan shinwa taikei specials comedy special
21861,Airy Me,"Dementia, Drama, Horror, Music",Music,1,6.4,1561,"airy me dementia, drama, horror, music music"
5112,Akikan!,"Comedy, Ecchi, Fantasy, Romance",TV,12,6.4,74097,"akikan! comedy, ecchi, fantasy, romance tv"
6287,Akikan!: Kan Ippatsu!? Onsen Panic,"Comedy, Ecchi",OVA,1,6.4,17949,"akikan!: kan ippatsu!? onsen panic comedy, ecchi ova"
10526,Duel Masters Zero,"Action, Kids",TV,25,6.4,795,"duel masters zero action, kids tv"
5375,Gakkyuu Ou Yamazaki,Comedy,TV,53,6.4,465,gakkyuu ou yamazaki comedy tv
3671,"Genesis Climber Mospeada: Love, Live, Alive","Action, Mecha, Music",OVA,1,6.4,712,"genesis climber mospeada: love, live, alive action, mecha, music ova"
2474,Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,3,6.4,1256,"ginga ojousama densetsu yuna: shin&#039;en no fairy action, adventure, comedy, magic, mecha, sci-fi ova"
16740,Hanamaru Youchien Special Preview,"Comedy, School",Special,1,6.4,1093,"hanamaru youchien special preview comedy, school special"
22443,Hello Kitty no Alps no Shoujo Heidi,Kids,OVA,1,6.4,153,hello kitty no alps no shoujo heidi kids ova
28911,Hidamari Sketch Recap,"Comedy, School, Slice of Life",Special,1,6.4,455,"hidamari sketch recap comedy, school, slice of life special"
